iso,admin1,year,prop
BEN,BEN_alibori_0,2000,0.09402931036366853
BEN,BEN_alibori_0,2001,0.09402931036366853
BEN,BEN_alibori_0,2002,0.09402931036366853
BEN,BEN_alibori_0,2003,0.09402931036366853
BEN,BEN_alibori_0,2004,0.09402931036366853
BEN,BEN_alibori_0,2005,0.09402931036366853
BEN,BEN_alibori_0,2006,0.09402931036366853
BEN,BEN_alibori_0,2007,0.09001910020140907
BEN,BEN_alibori_0,2008,0.08600889003914959
BEN,BEN_alibori_0,2009,0.08199867987689011
BEN,BEN_alibori_0,2010,0.07798846971463064
BEN,BEN_alibori_0,2011,0.07397825955237118
BEN,BEN_alibori_0,2012,0.0699680493901117
BEN,BEN_alibori_0,2013,0.08066930243738915
BEN,BEN_alibori_0,2014,0.0913705554846666
BEN,BEN_alibori_0,2015,0.10207180853194404
BEN,BEN_alibori_0,2016,0.1127730615792215
BEN,BEN_alibori_0,2017,0.12347431462649901
BEN,BEN_alibori_0,2018,0.13417556767377647
BEN,BEN_alibori_0,2019,0.13417556767377647
BEN,BEN_alibori_0,2020,0.13417556767377647
BEN,BEN_alibori_0,2021,0.13417556767377647
BEN,BEN_alibori_0,2022,0.13417556767377647
BEN,BEN_alibori_0,2023,0.13417556767377647
BEN,BEN_alibori_0,2024,0.13417556767377647
BEN,BEN_alibori_0,2025,0.13417556767377647
BEN,BEN_alibori_0,2026,0.13417556767377647
BEN,BEN_alibori_0,2027,0.13417556767377647
BEN,BEN_alibori_0,2028,0.13417556767377647
BEN,BEN_alibori_0,2029,0.13417556767377647
BEN,BEN_alibori_0,2030,0.13417556767377647
BEN,BEN_atacora_0,2000,0.07502597332394374
BEN,BEN_atacora_0,2001,0.07502597332394374
BEN,BEN_atacora_0,2002,0.07502597332394374
BEN,BEN_atacora_0,2003,0.07502597332394374
BEN,BEN_atacora_0,2004,0.07502597332394374
BEN,BEN_atacora_0,2005,0.07502597332394374
BEN,BEN_atacora_0,2006,0.07502597332394374
BEN,BEN_atacora_0,2007,0.07844125893845726
BEN,BEN_atacora_0,2008,0.08185654455297073
BEN,BEN_atacora_0,2009,0.08527183016748421
BEN,BEN_atacora_0,2010,0.08868711578199771
BEN,BEN_atacora_0,2011,0.09210240139651123
BEN,BEN_atacora_0,2012,0.0955176870110247
BEN,BEN_atacora_0,2013,0.09445172880410883
BEN,BEN_atacora_0,2014,0.09338577059719295
BEN,BEN_atacora_0,2015,0.09231981239027708
BEN,BEN_atacora_0,2016,0.09125385418336121
BEN,BEN_atacora_0,2017,0.09018789597644536
BEN,BEN_atacora_0,2018,0.0891219377695295
BEN,BEN_atacora_0,2019,0.0891219377695295
BEN,BEN_atacora_0,2020,0.0891219377695295
BEN,BEN_atacora_0,2021,0.0891219377695295
BEN,BEN_atacora_0,2022,0.0891219377695295
BEN,BEN_atacora_0,2023,0.0891219377695295
BEN,BEN_atacora_0,2024,0.0891219377695295
BEN,BEN_atacora_0,2025,0.0891219377695295
BEN,BEN_atacora_0,2026,0.0891219377695295
BEN,BEN_atacora_0,2027,0.0891219377695295
BEN,BEN_atacora_0,2028,0.0891219377695295
BEN,BEN_atacora_0,2029,0.0891219377695295
BEN,BEN_atacora_0,2030,0.0891219377695295
BEN,BEN_atlantique_0,2000,0.1099252819500545
BEN,BEN_atlantique_0,2001,0.1099252819500545
BEN,BEN_atlantique_0,2002,0.1099252819500545
BEN,BEN_atlantique_0,2003,0.1099252819500545
BEN,BEN_atlantique_0,2004,0.1099252819500545
BEN,BEN_atlantique_0,2005,0.1099252819500545
BEN,BEN_atlantique_0,2006,0.1099252819500545
BEN,BEN_atlantique_0,2007,0.11255784417620764
BEN,BEN_atlantique_0,2008,0.11519040640236072
BEN,BEN_atlantique_0,2009,0.11782296862851384
BEN,BEN_atlantique_0,2010,0.12045553085466695
BEN,BEN_atlantique_0,2011,0.12308809308082008
BEN,BEN_atlantique_0,2012,0.12572065530697318
BEN,BEN_atlantique_0,2013,0.12391789909833655
BEN,BEN_atlantique_0,2014,0.12211514288969989
BEN,BEN_atlantique_0,2015,0.12031238668106323
BEN,BEN_atlantique_0,2016,0.11850963047242659
BEN,BEN_atlantique_0,2017,0.11670687426378998
BEN,BEN_atlantique_0,2018,0.11490411805515334
BEN,BEN_atlantique_0,2019,0.11490411805515334
BEN,BEN_atlantique_0,2020,0.11490411805515334
BEN,BEN_atlantique_0,2021,0.11490411805515334
BEN,BEN_atlantique_0,2022,0.11490411805515334
BEN,BEN_atlantique_0,2023,0.11490411805515334
BEN,BEN_atlantique_0,2024,0.11490411805515334
BEN,BEN_atlantique_0,2025,0.11490411805515334
BEN,BEN_atlantique_0,2026,0.11490411805515334
BEN,BEN_atlantique_0,2027,0.11490411805515334
BEN,BEN_atlantique_0,2028,0.11490411805515334
BEN,BEN_atlantique_0,2029,0.11490411805515334
BEN,BEN_atlantique_0,2030,0.11490411805515334
BEN,BEN_borgou_0,2000,0.10275381374928538
BEN,BEN_borgou_0,2001,0.10275381374928538
BEN,BEN_borgou_0,2002,0.10275381374928538
